station_id,station_name,lat,lng,member,casual,rides
829,Public Rack - Pulaski Rd & 51st Rd,41.8001826250833,-87.7235348518333,242,282,524
915,Public Rack - Laflin St & 51st St,41.8013641621667,-87.6619801101481,76,78,154
996,Public Rack - Ashland Ave & 63rd St,41.779036024,-87.6640466545,69,252,321
KA1503000028,Jeffery Blvd & 76th St,41.7571202070151,-87.5758402845513,69,95,164
KA1503000040,Loomis St & Archer Ave,41.8416325752461,-87.6574397717667,3143,1738,4881
KA1503000047,Perry Ave & 69th St,41.7694882668077,-87.6281963044462,339,1004,1343
KA1504000091,Hoyne Ave & 47th St,41.8082270820619,-87.6771805092562,690,625,1315
TA1308000023,Cottage Grove Ave & 43rd St,41.8164988342511,-87.6065883345659,1137,658,1795
1029,Public Rack - Maplewood Ave & 63rd St,41.7792535666667,-87.6866827333333,8,23,31
1081.0,Public Rack - Rockwell Ave & 71st St,41.764753,-87.688641,200,25,225
348,Western Ave & 62nd St,41.7809808727111,-87.6834182845667,98,109,207
386,Rockwell St & 57th St,41.7903980288182,-87.6889226235,77,123,200
757,Public Rack - Kedzie Ave & 63rd St,41.7788746763472,-87.7030408343889,16,11,27
910,Public Rack - Wolcott Ave & 56th St,41.7912104015,-87.671958097,121,96,217
1243.0,Public Rack - Ford City Mall,41.757154,-87.741409,18,104,122
21343,Pulaski Rd & 51st St,41.8004337790342,-87.7247523108169,483,760,1243
24144,Central Park Ave & 66th St,41.773272996971,-87.7130519702029,11,120,131
24145,Pulaski Rd & 68th St,41.7694900901396,-87.7229234984001,160,249,409
404,Pulaski Rd & 60th St,41.7841869632211,-87.7225646027959,39,82,121
PI00001,Damen Ave/Coulter St,41.8492001584087,-87.6756401751669,3840,2642,6482
1031,Public Rack - Komensky Ave & 63rd St,41.7787983125476,-87.7235787158572,10,10,20
1033,Public Rack - Pulaski Rd & 65th St,41.7735543331429,-87.7228021227698,42,22,64
1034,Public Rack - Kenneth Ave & 63rd St E,41.77847016525,-87.733368968,3,4,7
1040,Public Rack - Talman Ave & Pershing Rd,41.8225729745,-87.69070494,434,442,876
1068,Public Rack - Kedvale Ave & 26th St,41.8442578545,-87.7280431217,6,4,10
13089,Damen Ave & Cullerton St,41.8549678319959,-87.6756924792925,3782,2257,6039
21365,Kildare Ave & 26th St,41.844230409937,-87.7321597361544,94,143,237
21387,St Louis Ave & 59th St,41.7858932376825,-87.7105720327656,204,113,317
24281,Pulaski Rd & 54th St,41.7949900911193,-87.7236096439716,82,123,205
339,Sacramento Ave & Pershing Rd,41.8223020756515,-87.6996581097576,117,198,315
343,Pulaski Rd & 51st St,41.8004376575952,-87.7247473169732,103,70,173
403,Kildare Ave & 55th St,41.7933453951042,-87.7306003555208,4,17,21
406,Kostner Ave & 63rd St,41.7787511569359,-87.7324598471154,15,20,35
407,Tripp Ave & 65th St,41.7749381146333,-87.7288519055667,7,15,22
763,Public Rack - Kildare Ave & 63rd St,41.7784546388889,-87.7304830555556,38,234,272
764,Public Rack - Kedvale Ave & 63rd St E,41.7787453818519,-87.7260044693704,16,6,22
776,Public Rack - Komensky Ave & 59th St,41.7860444802167,-87.7236247662111,54,27,81
832,Public Rack - Christiana Ave & Archer Ave,41.8117820062334,-87.7076475780167,10,13,23
833,Public Rack - Pulaski Rd & 44th St,41.8128711802615,-87.7225076370612,156,223,379
KA1503000051,Halsted St & 47th Pl,41.8081368203617,-87.6456170426438,434,188,622
KA1503000068,Leavitt St & Archer Ave,41.8288142902907,-87.6805852221928,1841,1086,2927
KA1504000168,Western Ave & 28th St,41.8415194622717,-87.6851370669854,142,155,297
TA1308000046,Morgan St & 31st St,41.837797586344,-87.6511382403701,8627,2985,11612
TA1309000003,Western Ave & 24th St,41.8484696131744,-87.6851138208373,1004,560,1564
21345,Artesian Ave & 55th St,41.7940201225366,-87.6857709891979,200,205,405
23138,St. Louis & 71st St,41.7643545848109,-87.7101204709199,8,120,128
830,Public Rack - Pulaski & 52nd,41.797244,-87.723377,6,7,13
1242.0,Public Rack - Cicero & 64th,41.7764067834242,-87.7424014440606,16,246,262
762,Public Rack - Kenneth Ave & 63rd St W,41.7784271456667,-87.7340629878333,2,10,12
1036,Public Rack - Kedzie Ave & 60th St,41.78522822425,-87.7031710641979,37,3,40
24263,Sacramento Ave & 51st St,41.80068,-87.69895,208,131,339
349,Spaulding Ave & 63rd St,41.7791487916667,-87.705632975,0,4,4
385,St Louis Ave & Norman Bobbins Ave,41.7944120515278,-87.7112972163389,26,110,136
823,Public Rack - Kedzie Ave & 54th St - SE,41.794253331375,-87.7034907522083,8,9,17
1046,Public Rack - Oakley Ave & 50th Pl,41.80193,-87.680903,64,98,162
20105,Halsted St & 96th St,41.7197128921087,-87.6429991420251,280,182,462
21349,Spaulding Ave & 63rd,41.779165052359,-87.7056385790769,34,58,92
21388,Richmond St & 59th St,41.7865014287889,-87.6973295988245,49,158,207
24257,Archer Ave & 49th St,41.8042,-87.72082,27,36,63
392,Homan Ave & 65th St,41.7751576452292,-87.7081310939792,22,74,96
773,"Public Rack - Senka """"Edward Duke"""" Park",41.7905883535,-87.71099515375,30,121,151
TA1309000004,LaSalle St & Jackson Blvd,41.8781570598938,-87.63191834934,26568,7415,33983
16951,Damen Ave & 74th St,41.7592751266337,-87.6736384045937,149,109,258
23136,Kedzie Ave & 73rd St,41.7607013171395,-87.7022897486085,116,78,194
772,Public Rack - Kedzie Ave & 61st Pl E,41.782272978625,-87.703109743125,3,5,8
1048,Public Rack - Western Ave & 47th Pl,41.8080478639722,-87.6847143731111,74,17,91
13053,Green St & Washington Blvd,41.8831816312557,-87.6487319066914,10688,6181,16869
13096,California Ave & 21st St,41.8537970052046,-87.6958251435819,732,587,1319
13241,Western Ave & Division St,41.9028954536728,-87.6872861568523,6870,3775,10645
13325,Broadway & Waveland Ave,41.9490736009504,-87.6486332571269,56562,27100,83662
15442,Ashland Ave & Archer Ave,41.839203992987,-87.6656110779475,1805,965,2770
18022,Archer (Damen) Ave & 37th St,41.8267124802127,-87.6831446177456,826,246,1072
21336,La Villita Park,41.8392507926417,-87.702020893375,93,294,387
21337,Hoyne Ave & 34th St,41.8320238314963,-87.6778395096411,239,142,381
21339,Pershing Rd & Sacramento Ave,41.8225054529001,-87.6995202802165,21,237,258
21379,Rockwell St & Archer Ave\t,41.8227205178091,-87.6898203126605,446,308,754
21401,Kildare Ave & 47th St,41.8076178172396,-87.730842068323,56,299,355
24237,Wood St & 33rd St,41.8342700651748,-87.6705999067615,121,160,281
24244,California Ave & 41st St,41.8186670224804,-87.6944088170834,85,162,247
24245,Western Ave & 43rd St,41.8157403783769,-87.6848959380799,172,131,303
24246,Archer Ave & Homan Ave,41.8115316990532,-87.7088521775958,122,203,325
24250,Rockwell St & 47th St,41.80853,-87.68942,202,167,369
24285,Kildare Ave & Archer Ave,41.8003385855286,-87.7307896125286,45,148,193
334.0,Lawndale Ave & 30th St,41.8389149753214,-87.7168459454286,9,19,28
342,Kedzie Ave & 45th St,41.8114037794592,-87.7040067067756,70,44,114
379,Rockwell St & Archer Ave,41.8233392500953,-87.6896709664524,15,31,46
380,Fairfield Ave & 44th St,41.8135980150119,-87.6932138391191,13,38,51
381,Francisco Ave & 47th St,41.8084492365222,-87.6966839174667,22,27,49
424,Sacramento Ave & 25th St,41.8465256574641,-87.700147140964,531,447,978
426,California & 16th St,41.8592354462536,-87.6955332242422,208,262,470
546,Damen Ave & Pershing Rd,41.823192504395,-87.6765994000904,387,466,853
819,Public Rack - Robert Fulton Elementary School,41.7974557023809,-87.6685111785714,143,102,245
821,Public Rack - Western Blvd & 49th St,41.8048014404006,-87.6837924510512,41,135,176
839,Public Rack - Kedzie Ave & Pershing Rd,41.8228925688,-87.7041915181,4,40,44
841,Public Rack - Damen Ave & 47th St,41.8088676080909,-87.6751338887727,13,40,53
916,Public Rack - Wood St & 47th St,41.8086515252576,-87.6699492551515,89,173,262
KA1503000005,Wentworth Ave & 35th St,41.8307779669214,-87.6325033492764,6078,3063,9141
KA1503000010,Halsted St & 51st St,41.8018268576479,-87.6452144864491,333,125,458
KA1503000015,Wabash Ave & Adams St,41.8794772985644,-87.6257066923513,15060,8838,23898
KA1503000066,Wood St & 35th St,41.8301074562352,-87.6703026592283,1274,781,2055
PI00003,Leavitt St/North Ave,41.9100773192308,-87.6823096185997,18928,9794,28722
TA1305000005,Dearborn St & Adams St,41.8793427046049,-87.6297845215864,50159,26773,76932
TA1305000041,Damen Ave & Pierce Ave,41.9093837260174,-87.6776765558682,24261,13793,38054
TA1306000012,Wells St & Huron St,41.8947240457378,-87.6343706697293,32327,16201,48528
TA1307000005,Indiana Ave & 26th St,41.8456878622016,-87.6224835666962,5461,2269,7730
TA1307000048,Fort Dearborn Dr & 31st St,41.8385424953949,-87.6082266874842,4060,3386,7446
TA1307000153,Emerald Ave & 28th St,41.8435799892869,-87.6453724040261,3943,1165,5108
TA1308000043,Halsted St & 35th St,41.830656648135,-87.6471536163991,4992,2569,7561
TA1309000012,Damen Ave & Sunnyside Ave,41.9632504456015,-87.6792641659112,10941,6475,17416
TA1309000021,Paulina St & Montrose Ave,41.9615079870424,-87.6713880408803,13124,5194,18318
TA1309000055,Emerald Ave & 31st St,41.8381998775336,-87.6451412099818,8348,2250,10598
1043,Public Rack - Loomis Blvd & 47th St,41.8087495961,-87.6602536982,223,160,383
16937,Ashland Ave & McDowell Ave,41.8095190502504,-87.6637273017792,190,235,425
553,Elizabeth St & 47th St,41.8083924032639,-87.6565262142472,72,65,137
1042,Public Rack - Laflin St &51st ST,41.8013759504762,-87.6620203446905,7,9,16
554,Damen Ave & 51st St,41.8009080104246,-87.6746824975714,32,76,108
559,Racine Ave & Garfield Blvd,41.7942291500344,-87.6550776914877,90,159,249
816,Public Rack - State St & 47th st,41.8091807308333,-87.6274244651667,186,244,430
KA1503000009,Princeton Ave & 47th St,41.8093190940438,-87.6334503840132,447,355,802
13099,Halsted St & 18th St,41.8575122430762,-87.6459979085648,5678,3158,8836
13135,Blue Island Ave & 18th St,41.8575479682408,-87.6615393164719,10908,5309,16217
13331,May St & Cullerton St,41.8551466740182,-87.6541279360579,4197,1557,5754
15446,Racine Ave & 35th St,41.8306820711852,-87.656208040334,2361,1100,3461
16932,Ashland Ave & Pershing Rd,41.8234635584491,-87.6655775848659,452,225,677
16933,Morgan St & Pershing Rd,41.8236156285631,-87.6509302043574,266,174,440
16950,Ashland Ave & 66th St,41.7740740137363,-87.663806401388,130,847,977
20201,Kedzie Ave & 104th St,41.7037951111225,-87.7013802901471,5,114,119
20233,Halsted St & 78th St,41.7524953288277,-87.6438301577174,239,44,283
24253,Lamon Ave & 47th St,41.807805568,-87.74569222875,21,66,87
549,Marshfield Ave & 44th St,41.8139971208684,-87.6665939255715,253,139,392
593,Halsted St & 59th St,41.7875466766716,-87.644876927652,52,88,140
770,Public Rack - Throop St & 58th St,41.788586916271,-87.6562523317546,178,140,318
786,Public Rack - Emerald Ave & 45th St,41.81239343,-87.64461805375,27,113,140
826,Public Rack - Harding Ave & 47th St,41.8077683269722,-87.7226307755,7,12,19
834,Public Rack - Pulaski Rd & 40th St,41.81867340675,-87.724291742,43,23,66
844,Public Rack - Bishop St & 46th St,41.8098990956667,-87.6614668355152,21,10,31
913,Public Rack - 532 E 43rd St,41.8168426345625,-87.6132813419688,23,26,49
KA1503000038,Shields Ave & 31st St,41.8384627652334,-87.6354182855439,10237,1854,12091
KA1503000075,DuSable Museum,41.7915669901717,-87.6078519735742,1462,780,2242
KA1504000116,Larrabee St & Oak St,41.9002240359501,-87.6429849963422,27588,10088,37676
TA1305000006,Dearborn St & Monroe St,41.8812763643911,-87.6295407797537,27779,11309,39088
820,Public Rack - Western Blvd & 53rd St,41.796775,-87.683362,4,2,6
23142,Artesian Ave & Marquette Rd,41.7720324794915,-87.6846390546448,184,228,412
1044,Public Rack - Western Blvd & 52nd St,41.798974,-87.681909,4,2,6
13354,Ashland Ave & 13th St,41.8652369497411,-87.6665060880626,5881,1051,6932
16916,Central Ave & Madison St,41.8801213167051,-87.7632352585547,483,527,1010
16953,Vincennes Ave & 75th St,41.7579684250536,-87.6312098776191,44,120,164
21383,Campbell Ave & 51st St,41.8009411773765,-87.6867599054454,22,104,126
21385,St Louis Ave & Norman Bobbins Pl,41.7943907970347,-87.7113106539585,57,247,304
21386,Rockwell St & 57th St,41.7903179708235,-87.6888824034656,119,105,224
24230,Homan Ave & 26th St,41.8442501015268,-87.709829493107,130,335,465
24267,Mozart St & 55th St,41.79374981332,-87.69471925286,88,38,126
471,Damen Ave & 33rd St,41.8341057587542,-87.6756120861208,47,38,85
KA1503000032,Union Ave & Root St,41.8191071225935,-87.6432817246872,264,406,670
13083,Indiana Ave & 40th St,41.8216799869917,-87.621581965026,471,825,1296
1047,Public Rack - Maplewood Ave & 47th St,41.8084239959167,-87.6885158242084,13,9,22
1052,Public Rack - Rockwell & Division,41.9028444348461,-87.6923905344341,530,155,685
13001,Michigan Ave & Washington St,41.8839835039516,-87.6246734019677,26674,22023,48697
13059,Sheridan Rd & Argyle St,41.9732497732917,-87.654762368485,9796,4540,14336
13084,California Ave & Milwaukee Ave,41.9226923138902,-87.6971489055907,14636,8863,23499
13133,Damen Ave & Cortland St,41.9159867593968,-87.6773363605348,14561,8773,23334
13242,Milwaukee Ave & Rockwell St,41.9202034193813,-87.6926622183711,4709,3023,7732
13292,Kedzie Ave & Palmer Ct,41.9215222477729,-87.7073190018119,5967,3192,9159
13300,DuSable Lake Shore Dr & Monroe St,41.8809660719188,-87.6167483997365,32294,84179,116473
13319,Ashland Ave & Grace St,41.9506872456942,-87.668695950335,17078,9083,26161
13427,Cityfront Plaza Dr & Pioneer Ct,41.8905589424433,-87.6220778420814,15504,13198,28702
13430,LaSalle St & Illinois St,41.8907684501702,-87.6317039682395,71883,47284,119167
15529,Mies van der Rohe Way & Chestnut St,41.8985791591255,-87.621938320468,31965,30597,62562
15575,Broadway & Thorndale Ave,41.9897442876784,-87.6601406162581,15731,8533,24264
15623,Campbell Ave & Montrose Ave,41.9615289665891,-87.6911784653185,7237,3755,10992
15644,Central Park Ave & Elbridge Ave,41.9353401287442,-87.7168847135289,3810,1949,5759
15654,Spaulding Ave & Division St,41.9027086880389,-87.70922457333,2544,1380,3924
20.0,Damen Ave & Wabansia Ave,41.9122935064545,-87.6773117579662,4828,2497,7325
20246.0,N Green St & W Lake St,41.8855811128686,-87.6484692577906,8224,4536,12760
20247.0,W Washington Blvd & N Peoria St,41.8830846336413,-87.6499463998881,2292,1019,3311
23003,Halsted St & Fulton St,41.8868601996223,-87.6480931554801,28420,15080,43500
416,Washtenaw Ave & Madison St,41.8812841713504,-87.6939681006514,317,58,375
429,Francisco Ave & Bloomingdale Ave,41.9139630641283,-87.6993787146949,1135,1101,2236
433,Elston Ave & Henderson St,41.941510080602,-87.7010000845805,3314,2476,5790
435,Rockwell St & Fletcher St,41.9387189942387,-87.692973102104,5038,3216,8254
491,Public Rack - Kedzie Ave & Argyle St,41.9720872122671,-87.7085896878845,404,124,528
505,Public Rack - Milwaukee Ave & Haussen Ct,41.9377614598594,-87.721613871791,189,147,336
510,Public Rack - Spaulding Ave & North Ave,41.9101378455695,-87.7095393953356,2485,1683,4168
E006,Central St Metra,42.0636113638413,-87.6987270424101,2244,1966,4210
KA1503000012,Clark St & Lake St,41.8860186485151,-87.6308968074754,25838,12025,37863
KA1503000034,LaSalle St & Adams St,41.8793584698548,-87.6319896349768,7052,3750,10802
KA1503000041,McClurg Ct & Erie St,41.8945034162157,-87.6178809952945,23830,9625,33455
KA1503000043,Kingsbury St & Kinzie St,41.889181404517,-87.6385084745647,84291,31166,115457
KA1504000079,Larrabee St & Division St,41.9034859388104,-87.6433519174233,13375,6930,20305
KA1504000103,Western Ave & Walton St,41.8984199337063,-87.6865927587093,8588,4318,12906
KA1504000135,Wells St & Elm St,41.9032137987829,-87.6343593336309,40799,19938,60737
KA1504000146,Clark St & Berwyn Ave,41.9780211031067,-87.6685158176605,27262,14209,41471
LP-,Lincoln Park Conservatory,41.9239376141651,-87.6358282128772,12761,14834,27595
SL-005,Indiana Ave & Roosevelt Rd,41.8678928555367,-87.6230420796175,36866,35678,72544
TA1305000032,Clinton St & Madison St,41.8826924480288,-87.6411995012531,50887,15908,66795
TA1305000034,Honore St & Division St,41.9031176569959,-87.6739178121806,17034,6989,24023
TA1305000039,Elston Ave & Cortland St,41.9164333010823,-87.6667465255908,14638,6702,21340
TA1306000003,Desplaines St & Kinzie St,41.8887072324287,-87.6444461734086,31394,14116,45510
TA1306000013,New St & Illinois St,41.8908407167141,-87.6186138402099,54698,42837,97535
TA1307000062,Sedgwick St & Huron St,41.8946593694142,-87.638424864739,22734,7200,29934
TA1307000151,Wells St & Hubbard St,41.8899204937498,-87.6342770200856,32684,15039,47723
TA1308000049,Wells St & Evergreen Ave,41.906721700327,-87.6348570454877,20796,14050,34846
TA1309000032,Elston Ave & Wabansia Ave,41.9129200005624,-87.6641692729901,11482,7733,19215
WL-012,Clinton St & Washington Blvd,41.8833932530021,-87.6411865259296,56179,13245,69424
chargingstx2,Wilton Ave & Diversey Pkwy*,41.9324186346818,-87.6527055902197,7538,3639,11177
1055,Public Rack - Kedzie Ave & Chicago Ave,41.8955402720439,-87.706353600193,39,38,77
1109.0,Public Rack - Milwaukee Ave & Sunnyside Ave,41.962516801881,-87.7560344995714,203,265,468
13073,Ashland Ave & Lake St,41.8859213205374,-87.6671749253449,6657,3652,10309
13137,Broadway & Barry Ave,41.937590863856,-87.6440983010857,33737,15137,48874
13245,Claremont Ave & Hirsch St,41.9077969640511,-87.6858556027026,3652,2079,5731
13268,Damen Ave & Wellington Ave,41.9358847923619,-87.6784206267584,6810,3399,10209
13432,Wood St & Hubbard St,41.8898740000641,-87.6715353654831,11746,5681,17427
15544,Shedd Aquarium,41.8672311017861,-87.6153740268085,10837,39992,50829
15646,California Ave & Altgeld St,41.926687382962,-87.6976748467768,5373,2247,7620
15651,Humboldt Blvd & Armitage Ave,41.9175098154069,-87.7018035868024,5745,3988,9733
15666,California Ave & Lake St,41.8844556593947,-87.6963003443286,968,639,1607
16903,Cicero Ave & Lake St,41.8868443357601,-87.7452790834417,126,172,298
18017,Central Park Ave & Bloomingdale Ave,41.9141648408149,-87.7167579951002,1906,2122,4028
21301,Monticello Ave & Chicago Ave,41.8952375807522,-87.7174450954002,120,133,253
21357,Lamon Ave & Armitage Ave,41.9167504049732,-87.7494622489909,215,169,384
21359,Kilbourn Ave & Belden Ave,41.9223601850018,-87.739021482459,687,194,881
23001,Elizabeth St & Randolph St,41.8843413100944,-87.658904888565,15824,7309,23133
23191,Springfield Ave & North Ave,41.9101604678953,-87.7238338254117,461,520,981
23192,Kildare Ave & North Ave,41.9095339545791,-87.7338543105815,255,155,410
24203,Harding Ave & Division St,41.9023691567451,-87.7250686831805,129,190,319
24323,Kilbourn Ave & Diversey Ave,41.9317908251604,-87.7393391913819,981,780,1761
301,Monticello Ave & Chicago Ave,41.8952058078056,-87.7174427080833,6,5,11
303,Kildare Ave & Division St,41.9024034402833,-87.7336199771167,56,160,216
305,Menard Ave & Division St,41.9022640215333,-87.7704769973333,6,6,12
373,Augusta Blvd & Laramie Ave,41.8986632788241,-87.7554621483241,6,90,96
503,Public Rack - Jonathan Y Scammon Public School,41.9416300109839,-87.7323879671935,28,73,101
509,Public Rack - Mozart Elementary School,41.9213183299,-87.7222817139,4298,1887,6185
514,Public Rack - Hamlin Ave & Grand Ave,42.019273829339,-87.6845252878318,1200,595,1795
515,Public Rack - Hamlin Ave & Chicago Ave,42.0191585754813,-87.6735737752401,2396,1819,4215
520,Public Rack - Karlov Ave & Kamerling Ave,42.0159636261248,-87.6685742157468,4366,2307,6673
798,Public Rack - Menard Ave & Agusta Blvd,41.8983330277778,-87.7704898055556,61,130,191
866,Public Rack - Kostner Ave & Armitage Ave,41.9172032826799,-87.7361746516785,99,234,333
Hubbard Bike-checking (LBS-WH-TEST),Base - 2132 W Hubbard,41.8899674947083,-87.6801560819149,4221,2006,6227
KA1503000022,Clark St & Montrose Ave,41.961583629667,-87.6660533811664,9986,4971,14957
KA1504000080,Washtenaw Ave & Lawrence Ave,41.9687874853757,-87.6962164067093,3550,1696,5246
KA1504000086,Kedzie Ave & 24th St,41.8481927766117,-87.7054155642879,340,314,654
KA1504000090,St. Louis Ave & Fullerton Ave,41.9248132089109,-87.7144816078524,4338,2245,6583
KA1504000101,Ogden Ave & Roosevelt Rd,41.866497426746,-87.6846890575994,6482,1507,7989
KA1504000114,Kedzie Ave & Chicago Ave,41.8954664551125,-87.7061301309948,959,465,1424
KA1504000117,Halsted St & North Branch St,41.8993884173044,-87.6485408483652,7533,3600,11133
KA1504000171,Marine Dr & Ainslie St,41.9716022998294,-87.6501573381137,15872,9915,25787
KA1706005007,Delano Ct & Roosevelt Rd,41.8674916258233,-87.6321900932175,7961,5596,13557
TA1305000011,Michigan Ave & Lake St,41.8860170359216,-87.624418588862,25426,18762,44188
TA1305000025,Franklin St & Jackson Blvd,41.877711676064,-87.6353217368635,22880,11482,34362
TA1307000156,Lincoln Ave & Sunnyside Ave,41.9630049306697,-87.6847882863075,7977,4036,12013
TA1308000014,Normal Ave & Archer Ave,41.8495266070345,-87.6405905702813,3909,1670,5579
TA1309000008,Franklin St & Adams St (Temp),41.8794011329972,-87.635508022433,15092,7133,22225
TA1309000059,Racine Ave & Wrightwood Ave,41.9288838702548,-87.6589709031727,24338,13261,37599
1102.0,Public Rack - Central Ave & Pensacola Ave,41.960024431799,-87.7671450922794,283,187,470
13042,Michigan Ave & Oak St,41.9009656508717,-87.6237780068708,28264,50839,79103
13109,Broadway & Berwyn Ave,41.9783618751135,-87.6597854491931,19162,7924,27086
13144,Seeley Ave & Roscoe St,41.9434002041689,-87.6796264460817,8159,3708,11867
13146,Clark St & Armitage Ave,41.9183036069077,-87.636285953346,29424,21397,50821
13154,Sheffield Ave & Kingsbury St,41.9105272985088,-87.6531158060326,19161,7327,26488
13191,Sedgwick St & Webster Ave,41.9221611815546,-87.6388972473746,36961,21666,58627
13289,Eckhart Park,41.8963834575921,-87.6609972850722,10717,5352,16069
13290,Noble St & Milwaukee Ave,41.9006973240707,-87.662601237037,16483,7717,24200
13296,Ashland Ave & Wrightwood Ave,41.9288302915908,-87.6685123898533,16756,7783,24539
15642,California Ave & Fletcher St,41.9384299458486,-87.6980083820723,3257,2145,5402
15686,Kedzie Ave & 21st St,41.853536289838,-87.7050708440126,779,407,1186
16921,Austin Blvd & Chicago Ave,41.8948829419136,-87.7746899515476,160,229,389
18003,Fairbanks St & Superior St,41.8957577899998,-87.6201266412761,10631,4356,14987
18062,Aberdeen St & Randolph St,41.8841189232533,-87.6542633990813,16595,7904,24499
18067,Walsh Park,41.9146031473161,-87.6679677164649,9212,5082,14294
21317,Long Ave & Belmont Ave,41.9383303761167,-87.7616566199106,402,471,873
22001,Wells St & Institute Pl,41.8973764169531,-87.6344311868277,9147,4578,13725
24207,Harding Ave & Chicago Ave,41.89530885275,-87.7247435304204,119,92,211
24212,California Ave & Madison St,41.880980116226,-87.6959804852394,126,142,268
333.0,Kildare & Cermak,41.8514270935215,-87.732139066957,61,246,307
420,Washtenaw Ave & Polk St,41.8711146765162,-87.6937165346184,1448,746,2194
443,California Ave & Winona St,41.9747169186324,-87.6978423239821,1019,347,1366
472,Elston Ave & George St,41.9340026770678,-87.6908301538781,6042,3423,9465
499,Public Rack - Christiana Ave & Belmont Ave,41.9391804113315,-87.7117732260885,3361,2299,5660
507,Public Rack - Hamlin Ave & Fullerton Ave,41.9243573011509,-87.721426435299,278,177,455
540,Laramie Ave & Madison St,41.8802076716489,-87.7553440597733,111,157,268
558,Public Rack - Michele Clark Magnet High School,41.8728621691111,-87.7534486593889,20,11,31
638,Clinton St & Jackson Blvd,41.878327353628,-87.6410088010271,40769,12998,53767
657,Wood St & Augusta Blvd,41.8991794016896,-87.6721957476257,9031,3471,12502
795,Public Rack - Menard Ave & Madison St,41.880021,-87.770325,80,186,266
814,Public Rack - Prairie Ave & 47th St ,41.8094882263333,-87.6189768111297,832,542,1374
855,Public Rack - Washtenaw Ave & Superior St,41.8947462904805,-87.6951417796763,1205,425,1630
E008,Chicago Ave & Sheridan Rd,42.0504908301458,-87.6778203567701,10732,9477,20209
KA1503000072,Wacker Dr & Washington St,41.8831495388963,-87.6372564667529,14976,4732,19708
KA1504000126,Kedzie Ave & Leland Ave,41.9666864726922,-87.7080579941882,3420,1534,4954
KA1504000133,Rush St & Cedar St,41.9023116578023,-87.627716529404,20815,11736,32551
KA1504000139,Monticello Ave & Irving Park Rd,41.9540033559379,-87.7191169575241,3707,1070,4777
KA1504000161,St. Louis Ave & Balmoral Ave,41.98036752296,-87.7160769232386,1298,713,2011
KA1504000167,Kedzie Ave & Bryn Mawr Ave,41.9822320950423,-87.7088884543434,1280,932,2212
TA1305000029,State St & Randolph St,41.8846190994522,-87.6278458062624,19568,13288,32856
TA1306000015,Sangamon St & Lake St,41.8857875568102,-87.6510313783119,16202,7062,23264
TA1307000064,Lincoln Ave & Diversey Pkwy,41.9322217670334,-87.6586268927379,14710,7375,22085
TA1307000107,Sheridan Rd & Montrose Ave,41.9616587239233,-87.6546401910412,19262,8566,27828
TA1307000111,Franklin St & Lake St,41.885828851511,-87.6355111093826,23861,9075,32936
TA1307000117,Wabash Ave & Grand Ave,41.8914637513757,-87.6267651462756,30126,22186,52312
TA1307000134,Wilton Ave & Belmont Ave,41.9402208799607,-87.6529457920176,65148,35167,100315
TA1307000142,Clark St & Drummond Pl,41.9312445688353,-87.6443279343142,24953,11490,36443
TA1307000144,Wolcott (Ravenswood) Ave & Montrose Ave,41.9614061502775,-87.6761769891377,7539,3771,11310
TA1307000163,Clifton Ave & Armitage Ave,41.9182141895668,-87.6569438882462,27906,12271,40177
TA1308000021,Winthrop Ave & Lawrence Ave,41.9688171815234,-87.657663057433,19227,9881,29108
TA1309000035,Clark St & Winnemac Ave,41.9733454910631,-87.6678534686219,19197,9754,28951
1056,Public Rack - Sawyer Ave & Chicago Ave,41.8954743183572,-87.7081227416429,13,6,19
13353,Ada St & Washington Blvd,41.8828292751162,-87.6612019423269,11016,4666,15682
24205,Lamon Ave & Chicago Ave,41.8950292553155,-87.74850692844,57,147,204
13074,Broadway & Wilson Ave,41.965219556972,-87.6581552708485,16213,7962,24175
13138,Canal St & Jackson Blvd,41.878023361778,-87.6398410382572,18089,5875,23964
13179,Clark St & Lincoln Ave,41.9156930739007,-87.6346017744176,39605,38239,77844
13323,Broadway & Sheridan Rd,41.9528299946982,-87.6499976167465,20272,8213,28485
15571,Broadway & Granville Ave,41.9947689670069,-87.6602806615525,8940,4951,13891
15668,Western Ave & Congress Pkwy,41.874735011463,-87.6864327538157,4206,1330,5536
21303,Kildare Ave & Division St,41.9024122859101,-87.7336222664787,63,119,182
21331,21st St & Pulaski Rd,41.8534427107643,-87.7247946137434,122,159,281
23002,Lincoln Ave & Byron St,41.9523723809468,-87.6772898669385,11588,6613,18201
23162,Marmora Ave & Irving Park Rd,41.9530900986684,-87.7747173443189,94,236,330
24370,Milwaukee Ave & Ainslie St,41.968610016925,-87.7610799365226,1565,1248,2813
351,Mulligan Ave & Wellington Ave,41.9347455388333,-87.7844030213453,20,20,40
358,Kilpatrick Ave & Parker Ave,41.9307443851174,-87.7440810558173,197,215,412
397,Narragansett Ave & School St,41.9401311723705,-87.7864655422787,245,191,436
508,Public Rack - Pulaski Rd & Fullerton Ave,41.9246133029222,-87.7274450437056,65,52,117
533,Public Rack - Avers Ave & Ogden Ave,41.8526505869333,-87.7209532147,143,253,396
551,Public Rack - Cicero Ave & North Ave,41.9093408227857,-87.7458370070714,16,11,27
